,image_path,taxonID,plotID,individualID,RGB_tile,siteID,box_id
0,NEON.PLA.D16.ABBY.01911.tif,ALRU2,ABBY_025,NEON.PLA.D16.ABBY.01911,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5068000_image.tif,ABBY,fixed_box_109
0,NEON.PLA.D01.BART.02048.tif,PRPE2,BART_003,NEON.PLA.D01.BART.02048,/orange/ewhite/NeonData/BART/DP3.30010.001/2019/FullSite/D01/2019_BART_5/L3/Camera/Mosaic/2019_BART_5_318000_4880000_image.tif,BART,11
0,NEON.PLA.D01.BART.01019.tif,ACPE,BART_004,NEON.PLA.D01.BART.01019,/orange/ewhite/NeonData/BART/DP3.30010.001/2019/FullSite/D01/2019_BART_5/L3/Camera/Mosaic/2019_BART_5_316000_4879000_image.tif,BART,fixed_box_438
0,NEON.PLA.D01.BART.00207.tif,BECAC,BART_010,NEON.PLA.D01.BART.00207,/orange/ewhite/NeonData/BART/DP3.30010.001/2019/FullSite/D01/2019_BART_5/L3/Camera/Mosaic/2019_BART_5_318000_4879000_image.tif,BART,fixed_box_458
0,NEON.PLA.D01.BART.00998.tif,BEPO,BART_010,NEON.PLA.D01.BART.00998,/orange/ewhite/NeonData/BART/DP3.30010.001/2019/FullSite/D01/2019_BART_5/L3/Camera/Mosaic/2019_BART_5_318000_4879000_image.tif,BART,fixed_box_469
0,NEON.PLA.D01.BART.00587.tif,ACSA2,BART_016,NEON.PLA.D01.BART.00587,/orange/ewhite/NeonData/BART/DP3.30010.001/2019/FullSite/D01/2019_BART_5/L3/Camera/Mosaic/2019_BART_5_316000_4880000_image.tif,BART,fixed_box_505
0,NEON.PLA.D01.BART.06092.tif,OSVI,BART_047,NEON.PLA.D01.BART.06092,/orange/ewhite/NeonData/BART/DP3.30010.001/2019/FullSite/D01/2019_BART_5/L3/Camera/Mosaic/2019_BART_5_316000_4881000_image.tif,BART,fixed_box_927
0,NEON.PLA.D01.BART.04060.tif,ABIES,BART_051,NEON.PLA.D01.BART.04060,/orange/ewhite/NeonData/BART/DP3.30010.001/2019/FullSite/D01/2019_BART_5/L3/Camera/Mosaic/2019_BART_5_316000_4881000_image.tif,BART,fixed_box_1001
0,NEON.PLA.D01.BART.04058.tif,ABIES,BART_051,NEON.PLA.D01.BART.04058,/orange/ewhite/NeonData/BART/DP3.30010.001/2019/FullSite/D01/2019_BART_5/L3/Camera/Mosaic/2019_BART_5_316000_4881000_image.tif,BART,fixed_box_999
0,NEON.PLA.D02.BLAN.10583.tif,CACO15,BLAN_009,NEON.PLA.D02.BLAN.10583,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_763000_4330000_image.tif,BLAN,2
0,NEON.PLA.D02.BLAN.10582.tif,CACO15,BLAN_009,NEON.PLA.D02.BLAN.10582,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_763000_4330000_image.tif,BLAN,4
0,NEON.PLA.D02.BLAN.10588.tif,CACO15,BLAN_009,NEON.PLA.D02.BLAN.10588,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_763000_4330000_image.tif,BLAN,17
0,NEON.PLA.D02.BLAN.10589.tif,CACO15,BLAN_009,NEON.PLA.D02.BLAN.10589,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_763000_4330000_image.tif,BLAN,fixed_box_1218
0,NEON.PLA.D02.BLAN.10642.tif,CACO15,BLAN_015,NEON.PLA.D02.BLAN.10642,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_763000_4330000_image.tif,BLAN,25
0,NEON.PLA.D02.BLAN.10599.tif,CACO15,BLAN_015,NEON.PLA.D02.BLAN.10599,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_763000_4330000_image.tif,BLAN,fixed_box_1225
0,NEON.PLA.D02.BLAN.13298.tif,TEDA,BLAN_035,NEON.PLA.D02.BLAN.13298,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_753000_4327000_image.tif,BLAN,24
0,NEON.PLA.D02.BLAN.05562.tif,TEDA,BLAN_035,NEON.PLA.D02.BLAN.05562,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_753000_4327000_image.tif,BLAN,fixed_box_1238
0,NEON.PLA.D02.BLAN.05563.tif,TEDA,BLAN_035,NEON.PLA.D02.BLAN.05563,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_753000_4327000_image.tif,BLAN,fixed_box_1239
0,NEON.PLA.D02.BLAN.05828.tif,AIAL,BLAN_044,NEON.PLA.D02.BLAN.05828,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_753000_4327000_image.tif,BLAN,6
0,NEON.PLA.D02.BLAN.08960.tif,ROPS,BLAN_047,NEON.PLA.D02.BLAN.08960,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_753000_4327000_image.tif,BLAN,fixed_box_1260
0,NEON.PLA.D02.BLAN.12237.tif,TEDA,BLAN_050,NEON.PLA.D02.BLAN.12237,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_753000_4327000_image.tif,BLAN,fixed_box_1275
0,NEON.PLA.D02.BLAN.13191.tif,AIAL,BLAN_052,NEON.PLA.D02.BLAN.13191,/orange/ewhite/NeonData/BLAN/DP3.30010.001/2019/FullSite/D02/2019_BLAN_3/L3/Camera/Mosaic/2019_BLAN_3_753000_4327000_image.tif,BLAN,3
0,NEON.PLA.D19.BONA.01569.tif,SASC,BONA_014,NEON.PLA.D19.BONA.01569,/orange/ewhite/NeonData/BONA/DP3.30010.001/2019/FullSite/D19/2019_BONA_3/L3/Camera/Mosaic/2019_BONA_3_478000_7228000_image.tif,BONA,50
0,NEON.PLA.D19.BONA.00816.tif,POBA2,BONA_076,NEON.PLA.D19.BONA.00816,/orange/ewhite/NeonData/BONA/DP3.30010.001/2019/FullSite/D19/2019_BONA_3/L3/Camera/Mosaic/2019_BONA_3_476000_7225000_image.tif,BONA,fixed_box_1677
0,NEON.PLA.D19.BONA.00823.tif,POBA2,BONA_076,NEON.PLA.D19.BONA.00823,/orange/ewhite/NeonData/BONA/DP3.30010.001/2019/FullSite/D19/2019_BONA_3/L3/Camera/Mosaic/2019_BONA_3_476000_7225000_image.tif,BONA,fixed_box_1681
0,NEON.PLA.D19.BONA.02174.tif,POBA2,BONA_088,NEON.PLA.D19.BONA.02174,/orange/ewhite/NeonData/BONA/DP3.30010.001/2019/FullSite/D19/2019_BONA_3/L3/Camera/Mosaic/2019_BONA_3_476000_7226000_image.tif,BONA,41
0,NEON.PLA.D19.BONA.03587.tif,POBA2,BONA_093,NEON.PLA.D19.BONA.03587,/orange/ewhite/NeonData/BONA/DP3.30010.001/2019/FullSite/D19/2019_BONA_3/L3/Camera/Mosaic/2019_BONA_3_476000_7225000_image.tif,BONA,fixed_box_2166
0,NEON.PLA.D11.CLBJ.00546.tif,PODE3,CLBJ_005,NEON.PLA.D11.CLBJ.00546,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_632000_3696000_image.tif,CLBJ,fixed_box_2222
0,NEON.PLA.D11.CLBJ.00890.tif,CAIL2,CLBJ_005,NEON.PLA.D11.CLBJ.00890,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_632000_3696000_image.tif,CLBJ,fixed_box_2223
0,NEON.PLA.D11.CLBJ.00968.tif,ULAL,CLBJ_008,NEON.PLA.D11.CLBJ.00968,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_632000_3696000_image.tif,CLBJ,23
0,NEON.PLA.D11.CLBJ.01016.tif,SILA20,CLBJ_016,NEON.PLA.D11.CLBJ.01016,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_632000_3697000_image.tif,CLBJ,16
0,NEON.PLA.D11.CLBJ.01422.tif,PRME,CLBJ_016,NEON.PLA.D11.CLBJ.01422,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_632000_3697000_image.tif,CLBJ,26
0,NEON.PLA.D11.CLBJ.02721.tif,PRME,CLBJ_016,NEON.PLA.D11.CLBJ.02721,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_632000_3697000_image.tif,CLBJ,fixed_box_2335
0,NEON.PLA.D11.CLBJ.02687.tif,PRME,CLBJ_021,NEON.PLA.D11.CLBJ.02687,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_632000_3696000_image.tif,CLBJ,4
0,NEON.PLA.D11.CLBJ.02105.tif,ULAL,CLBJ_028,NEON.PLA.D11.CLBJ.02105,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_632000_3696000_image.tif,CLBJ,15
0,NEON.PLA.D11.CLBJ.01002.tif,ULAL,CLBJ_046,NEON.PLA.D11.CLBJ.01002,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_631000_3696000_image.tif,CLBJ,11
0,NEON.PLA.D11.CLBJ.01003.tif,ULAL,CLBJ_046,NEON.PLA.D11.CLBJ.01003,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_631000_3696000_image.tif,CLBJ,fixed_box_2469
0,NEON.PLA.D11.CLBJ.01006.tif,ULAL,CLBJ_046,NEON.PLA.D11.CLBJ.01006,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_631000_3696000_image.tif,CLBJ,fixed_box_2471
0,NEON.PLA.D11.CLBJ.01009.tif,MORU2,CLBJ_046,NEON.PLA.D11.CLBJ.01009,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_631000_3696000_image.tif,CLBJ,fixed_box_2473
0,NEON.PLA.D11.CLBJ.02547.tif,ULAL,CLBJ_046,NEON.PLA.D11.CLBJ.02547,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_631000_3696000_image.tif,CLBJ,fixed_box_2478
0,NEON.PLA.D11.CLBJ.02590.tif,ULAL,CLBJ_046,NEON.PLA.D11.CLBJ.02590,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_631000_3696000_image.tif,CLBJ,fixed_box_2483
0,NEON.PLA.D11.CLBJ.01777.tif,SILA20,CLBJ_052,NEON.PLA.D11.CLBJ.01777,/orange/ewhite/NeonData/CLBJ/DP3.30010.001/2021/FullSite/D11/2021_CLBJ_5/L3/Camera/Mosaic/2021_CLBJ_5_628000_3696000_image.tif,CLBJ,36
0,NEON.PLA.D19.DEJU.00329.tif,POBA2,DEJU_047,NEON.PLA.D19.DEJU.00329,/orange/ewhite/NeonData/DEJU/DP3.30010.001/2019/FullSite/D19/2019_DEJU_3/L3/Camera/Mosaic/2019_DEJU_3_561000_7084000_image.tif,DEJU,fixed_box_2701
0,NEON.PLA.D08.DELA.05804.tif,ACSA2,DELA_001,NEON.PLA.D08.DELA.05804,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3599000_classified_point_cloud.tif,DELA,15
0,NEON.PLA.D08.DELA.09056.tif,QULY,DELA_002,NEON.PLA.D08.DELA.09056,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,4
0,NEON.PLA.D08.DELA.09054.tif,QULY,DELA_002,NEON.PLA.D08.DELA.09054,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,26
0,NEON.PLA.D08.DELA.05572.tif,DIVI5,DELA_002,NEON.PLA.D08.DELA.05572,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,fixed_box_3226
0,NEON.PLA.D08.DELA.11597.tif,SANI,DELA_008,NEON.PLA.D08.DELA.11597,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3600000_classified_point_cloud.tif,DELA,2
0,NEON.PLA.D08.DELA.09282.tif,QULY,DELA_008,NEON.PLA.D08.DELA.09282,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3600000_classified_point_cloud.tif,DELA,5
0,NEON.PLA.D08.DELA.09284.tif,SANI,DELA_008,NEON.PLA.D08.DELA.09284,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3600000_classified_point_cloud.tif,DELA,32
0,NEON.PLA.D08.DELA.09280.tif,TRSE6,DELA_008,NEON.PLA.D08.DELA.09280,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3600000_classified_point_cloud.tif,DELA,fixed_box_3269
0,NEON.PLA.D08.DELA.09281.tif,SANI,DELA_008,NEON.PLA.D08.DELA.09281,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3600000_classified_point_cloud.tif,DELA,fixed_box_3270
0,NEON.PLA.D08.DELA.11598.tif,TRSE6,DELA_008,NEON.PLA.D08.DELA.11598,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3600000_classified_point_cloud.tif,DELA,fixed_box_3274
0,NEON.PLA.D08.DELA.10701.tif,QUHE,DELA_012,NEON.PLA.D08.DELA.10701,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,39
0,NEON.PLA.D08.DELA.05922.tif,PODE3,DELA_017,NEON.PLA.D08.DELA.05922,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3599000_classified_point_cloud.tif,DELA,0
0,NEON.PLA.D08.DELA.05243.tif,CAAQ2,DELA_018,NEON.PLA.D08.DELA.05243,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,fixed_box_3336
0,NEON.PLA.D08.DELA.11620.tif,CAIL2,DELA_021,NEON.PLA.D08.DELA.11620,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,5
0,NEON.PLA.D08.DELA.10984.tif,TRSE6,DELA_021,NEON.PLA.D08.DELA.10984,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,12
0,NEON.PLA.D08.DELA.10983.tif,CAIL2,DELA_021,NEON.PLA.D08.DELA.10983,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,16
0,NEON.PLA.D08.DELA.10950.tif,CAIL2,DELA_021,NEON.PLA.D08.DELA.10950,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,21
0,NEON.PLA.D08.DELA.10992.tif,CAIL2,DELA_021,NEON.PLA.D08.DELA.10992,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,31
0,NEON.PLA.D08.DELA.10968.tif,CAIL2,DELA_021,NEON.PLA.D08.DELA.10968,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3599000_classified_point_cloud.tif,DELA,36
0,NEON.PLA.D08.DELA.10804.tif,TRSE6,DELA_022,NEON.PLA.D08.DELA.10804,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_423000_3600000_classified_point_cloud.tif,DELA,10
0,NEON.PLA.D08.DELA.04917.tif,NYBI,DELA_037,NEON.PLA.D08.DELA.04917,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,6
0,NEON.PLA.D08.DELA.04947.tif,QUMI,DELA_037,NEON.PLA.D08.DELA.04947,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,10
0,NEON.PLA.D08.DELA.04948.tif,QUMI,DELA_037,NEON.PLA.D08.DELA.04948,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,19
0,NEON.PLA.D08.DELA.04943.tif,QUMI,DELA_037,NEON.PLA.D08.DELA.04943,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,fixed_box_3375
0,NEON.PLA.D08.DELA.05002.tif,NYBI,DELA_038,NEON.PLA.D08.DELA.05002,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,15
0,NEON.PLA.D08.DELA.10181.tif,MORU2,DELA_038,NEON.PLA.D08.DELA.10181,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,27
0,NEON.PLA.D08.DELA.10730.tif,QUSH,DELA_038,NEON.PLA.D08.DELA.10730,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,42
0,NEON.PLA.D08.DELA.03922.tif,MEAZ,DELA_039,NEON.PLA.D08.DELA.03922,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,20
0,NEON.PLA.D08.DELA.04667.tif,NYAQ2,DELA_043,NEON.PLA.D08.DELA.04667,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,12
0,NEON.PLA.D08.DELA.04655.tif,QUMI,DELA_043,NEON.PLA.D08.DELA.04655,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,15
0,NEON.PLA.D08.DELA.04644.tif,MEAZ,DELA_043,NEON.PLA.D08.DELA.04644,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,42
0,NEON.PLA.D08.DELA.04657.tif,NYAQ2,DELA_043,NEON.PLA.D08.DELA.04657,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,fixed_box_3461
0,NEON.PLA.D08.DELA.04442.tif,MORU2,DELA_044,NEON.PLA.D08.DELA.04442,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,fixed_box_3466
0,NEON.PLA.D08.DELA.04859.tif,NYAQ2,DELA_045,NEON.PLA.D08.DELA.04859,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,1
0,NEON.PLA.D08.DELA.04886.tif,NYAQ2,DELA_045,NEON.PLA.D08.DELA.04886,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,12
0,NEON.PLA.D08.DELA.04864.tif,NYAQ2,DELA_045,NEON.PLA.D08.DELA.04864,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,fixed_box_3479
0,NEON.PLA.D08.DELA.04046.tif,CAIL2,DELA_046,NEON.PLA.D08.DELA.04046,/orange/ewhite/NeonData/DELA/DP3.30010.001/2021/FullSite/D08/2021_DELA_6/L3/Camera/Mosaic/NEON_D08_DELA_DP1_424000_3600000_classified_point_cloud.tif,DELA,41
