,image_path,taxonID,plotID,individualID,RGB_tile,siteID,box_id
0,NEON.PLA.D16.ABBY.01564.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.01564,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,39
0,NEON.PLA.D16.ABBY.01561.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.01561,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,50
0,NEON.PLA.D16.ABBY.01544.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.01544,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,51
0,NEON.PLA.D16.ABBY.01520.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.01520,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,55
0,NEON.PLA.D16.ABBY.02730.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.02730,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,61
0,NEON.PLA.D16.ABBY.01507.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.01507,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,64
0,NEON.PLA.D16.ABBY.01565.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.01565,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,89
0,NEON.PLA.D16.ABBY.02731.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.02731,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,fixed_box_16
0,NEON.PLA.D16.ABBY.01530.tif,PSME,ABBY_003,NEON.PLA.D16.ABBY.01530,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5067000_image.tif,ABBY,fixed_box_9
0,NEON.PLA.D16.ABBY.01791.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01791,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,6
0,NEON.PLA.D16.ABBY.02834.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.02834,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,14
0,NEON.PLA.D16.ABBY.01793.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01793,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,22
0,NEON.PLA.D16.ABBY.01988.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01988,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,25
0,NEON.PLA.D16.ABBY.01984.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01984,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,30
0,NEON.PLA.D16.ABBY.02894.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.02894,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,39
0,NEON.PLA.D16.ABBY.01792.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01792,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,fixed_box_20
0,NEON.PLA.D16.ABBY.01794.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01794,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,fixed_box_22
0,NEON.PLA.D16.ABBY.01795.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01795,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,fixed_box_23
0,NEON.PLA.D16.ABBY.01796.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01796,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,fixed_box_24
0,NEON.PLA.D16.ABBY.01798.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01798,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,fixed_box_25
0,NEON.PLA.D16.ABBY.01799.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01799,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,fixed_box_26
0,NEON.PLA.D16.ABBY.01987.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.01987,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,fixed_box_28
0,NEON.PLA.D16.ABBY.02895.tif,PSME,ABBY_006,NEON.PLA.D16.ABBY.02895,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_554000_5066000_image.tif,ABBY,fixed_box_32
0,NEON.PLA.D16.ABBY.02537.tif,PSME,ABBY_008,NEON.PLA.D16.ABBY.02537,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_550000_5068000_image.tif,ABBY,0
0,NEON.PLA.D16.ABBY.02708.tif,PSME,ABBY_010,NEON.PLA.D16.ABBY.02708,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5069000_image.tif,ABBY,8
0,NEON.PLA.D16.ABBY.02712.tif,PSME,ABBY_010,NEON.PLA.D16.ABBY.02712,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5069000_image.tif,ABBY,14
0,NEON.PLA.D16.ABBY.02711.tif,PSME,ABBY_010,NEON.PLA.D16.ABBY.02711,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5069000_image.tif,ABBY,25
0,NEON.PLA.D16.ABBY.02724.tif,PSME,ABBY_010,NEON.PLA.D16.ABBY.02724,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5069000_image.tif,ABBY,27
0,NEON.PLA.D16.ABBY.02729.tif,PSME,ABBY_010,NEON.PLA.D16.ABBY.02729,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5069000_image.tif,ABBY,42
0,NEON.PLA.D16.ABBY.02710.tif,PSME,ABBY_010,NEON.PLA.D16.ABBY.02710,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5069000_image.tif,ABBY,fixed_box_35
0,NEON.PLA.D16.ABBY.01645.tif,PSME,ABBY_014,NEON.PLA.D16.ABBY.01645,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_553000_5066000_image.tif,ABBY,3
0,NEON.PLA.D16.ABBY.01628.tif,PSME,ABBY_014,NEON.PLA.D16.ABBY.01628,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_553000_5066000_image.tif,ABBY,4
0,NEON.PLA.D16.ABBY.01622.tif,PSME,ABBY_014,NEON.PLA.D16.ABBY.01622,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_553000_5066000_image.tif,ABBY,5
0,NEON.PLA.D16.ABBY.01638.tif,PSME,ABBY_014,NEON.PLA.D16.ABBY.01638,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_553000_5066000_image.tif,ABBY,12
0,NEON.PLA.D16.ABBY.01621.tif,PSME,ABBY_014,NEON.PLA.D16.ABBY.01621,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_553000_5066000_image.tif,ABBY,14
0,NEON.PLA.D16.ABBY.01636.tif,PSME,ABBY_014,NEON.PLA.D16.ABBY.01636,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_553000_5066000_image.tif,ABBY,16
0,NEON.PLA.D16.ABBY.01620.tif,PSME,ABBY_014,NEON.PLA.D16.ABBY.01620,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_553000_5066000_image.tif,ABBY,fixed_box_40
0,NEON.PLA.D16.ABBY.01629.tif,PSME,ABBY_014,NEON.PLA.D16.ABBY.01629,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_553000_5066000_image.tif,ABBY,fixed_box_44
0,NEON.PLA.D16.ABBY.02924.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02924,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,0
0,NEON.PLA.D16.ABBY.02917.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02917,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,1
0,NEON.PLA.D16.ABBY.02692.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02692,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,4
0,NEON.PLA.D16.ABBY.02914.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02914,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,5
0,NEON.PLA.D16.ABBY.02662.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02662,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,7
0,NEON.PLA.D16.ABBY.02656.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02656,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,9
0,NEON.PLA.D16.ABBY.01757.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.01757,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,21
0,NEON.PLA.D16.ABBY.02919.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02919,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,24
0,NEON.PLA.D16.ABBY.01756.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.01756,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,26
0,NEON.PLA.D16.ABBY.01767.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.01767,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,32
0,NEON.PLA.D16.ABBY.02916.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02916,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,40
0,NEON.PLA.D16.ABBY.02507.tif,PSME,ABBY_016,NEON.PLA.D16.ABBY.02507,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_551000_5066000_image.tif,ABBY,48
0,NEON.PLA.D16.ABBY.02785.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.02785,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,0
0,NEON.PLA.D16.ABBY.01686.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.01686,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,14
0,NEON.PLA.D16.ABBY.01618.tif,TSHE,ABBY_017,NEON.PLA.D16.ABBY.01618,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,25
0,NEON.PLA.D16.ABBY.01697.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.01697,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,27
0,NEON.PLA.D16.ABBY.01608.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.01608,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,32
0,NEON.PLA.D16.ABBY.01688.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.01688,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,41
0,NEON.PLA.D16.ABBY.03824.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.03824,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,63
0,NEON.PLA.D16.ABBY.03819.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.03819,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,67
0,NEON.PLA.D16.ABBY.01693.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.01693,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,fixed_box_65
0,NEON.PLA.D16.ABBY.03813.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.03813,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,fixed_box_68
0,NEON.PLA.D16.ABBY.03820.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.03820,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,fixed_box_70
0,NEON.PLA.D16.ABBY.03823.tif,PSME,ABBY_017,NEON.PLA.D16.ABBY.03823,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5068000_image.tif,ABBY,fixed_box_71
0,NEON.PLA.D16.ABBY.02573.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02573,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,3
0,NEON.PLA.D16.ABBY.02683.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02683,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,10
0,NEON.PLA.D16.ABBY.02574.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02574,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,20
0,NEON.PLA.D16.ABBY.02688.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02688,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,26
0,NEON.PLA.D16.ABBY.02571.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02571,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,27
0,NEON.PLA.D16.ABBY.02575.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02575,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,42
0,NEON.PLA.D16.ABBY.02554.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02554,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,44
0,NEON.PLA.D16.ABBY.02568.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02568,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,56
0,NEON.PLA.D16.ABBY.02572.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02572,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,61
0,NEON.PLA.D16.ABBY.03473.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.03473,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,68
0,NEON.PLA.D16.ABBY.02565.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02565,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,70
0,NEON.PLA.D16.ABBY.03499.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.03499,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,72
0,NEON.PLA.D16.ABBY.05435.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.05435,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,75
0,NEON.PLA.D16.ABBY.02576.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.02576,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,79
0,NEON.PLA.D16.ABBY.03605.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.03605,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,86
0,NEON.PLA.D16.ABBY.03471.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.03471,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,fixed_box_85
0,NEON.PLA.D16.ABBY.03497.tif,PSME,ABBY_019,NEON.PLA.D16.ABBY.03497,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2019/FullSite/D16/2019_ABBY_3/L3/Camera/Mosaic/2019_ABBY_3_552000_5066000_image.tif,ABBY,fixed_box_88
0,NEON.PLA.D16.ABBY.03910.tif,TSHE,ABBY_023,NEON.PLA.D16.ABBY.03910,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5065000_image.tif,ABBY,16
0,NEON.PLA.D16.ABBY.03912.tif,ALRU2,ABBY_023,NEON.PLA.D16.ABBY.03912,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5065000_image.tif,ABBY,20
0,NEON.PLA.D16.ABBY.01351.tif,PSME,ABBY_023,NEON.PLA.D16.ABBY.01351,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5065000_image.tif,ABBY,35
0,NEON.PLA.D16.ABBY.01441.tif,TSHE,ABBY_023,NEON.PLA.D16.ABBY.01441,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5065000_image.tif,ABBY,48
0,NEON.PLA.D16.ABBY.01482.tif,PSME,ABBY_023,NEON.PLA.D16.ABBY.01482,/orange/ewhite/NeonData/ABBY/DP3.30010.001/2018/FullSite/D16/2018_ABBY_2/L3/Camera/Mosaic/V01/2018_ABBY_2_548000_5065000_image.tif,ABBY,56
